impallari@gmail.com,Winterberries ,Yarn,US,New Jersey,Columbia,"468 NJ-94, Columbia, NJ 07832, United States",19084968353,7832,http://www.winterberriesyarn.com/,,Yarn Store
yarnstormers.cranford@gmail.com,YarnStormers,,US,New Jersey,Cranford,"10 Alden St, Cranford, NJ 07016, United States",19083084082,7016,http://www.yarnstormers.com/,,Yarn Store
knitpickyandhooked@gmail.com,Knit-Picky ,& Hooked,US,Michigan,Monroe,"2121 N Monroe St unit 130, Monroe, MI 48162, United States",17347901471,48162,https://knitpickyandhooked.square.site/,,Craft Store
knottyfunyarn@gmail.com,Knotty ,Fun Yarn LLC,US,Michigan,Perry,"124 S Main St, Perry, MI 48872, United States",15172014795,48872,https://www.knottyfunyarn.com/,,Yarn Store
yarngardenMI@gmail.com,Yarn ,Garden,US,Michigan,Charlotte,"131 S Cochran Rd, Charlotte, MI 48813, United States",15175419323,48813,http://yarngardenmichigan.com/,,Yarn Store
yarnonfront@gmail.com,Yarn ,on Front,US,Michigan,Dowagiac,"122 S Front St, Dowagiac, MI 49047, United States",12694629094,49047,,,Yarn Store
bobbyperdana48@gmail.com,A Tangled ,Yarn Shop,US,North Carolina,Denver,"3692 NC-16 Business, Denver, NC 28037, United States",,28037,http://www.atangledyarnshop.com/,,Yarn Store
chixwithstixnc@gmail.com,Chix ,with Stix ,US,North Carolina,Lenoir,"1340 Morganton Blvd SW, Lenoir, NC 28645, United States",18287580081,28645,http://www.chixwithstixknit.com/,,Yarn Store
rebecca@sundragonartandfiber.com,Coastal ,"Purl, LLC",US,North Carolina,Elizabeth City,"106 A Capital Trce, Elizabeth City, NC 27909, United States",12525484801,27909,http://coastalpurl.com/,,Yarn Store
silverthreadsyarn@gmail.com,Silver Threads ,& Golden Needles,US,North Carolina,Franklin,"41 E Main St, Franklin, NC 28734, United States",18283490515,28734,http://silverthreadsyarn.com/,,Yarn Store
wildskeins@gmail.com,Wildskeins ,Yarn Company,US,North Carolina,Hickory,"123 2nd Ave NE, Hickory, NC 28601, United States",18288559245,28601,http://wildskeins.com/,,Yarn Store
john@email.com,Cowgirl ,Yarn,US,Wyoming,Laramie,"119 E Ivinson Ave, Laramie, WY 82070, United States",13077559276,82070,https://cowgirlyarn.com/,,Yarn Store
everythingalpacaco@gmail.com,Everything ,Alpaca,US,Coloroda,Castle Rock,"207 Fifth St, Castle Rock, CO 80104, United States",13036606684,80104,http://www.everythingalpaca.biz/,,Yarn Store
FingerPlayStudio@gmail.com,FingerPlay ,Studio,US,Coloroda,Louisville,"901 Front St #110, Louisville, CO 80027, United States",13036044374,80027,http://www.fingerplaystudio.com/,,Yarn Store
maverickfiberarts@gmail.com,Maverick ,Fiber Arts,US,Coloroda,Lafayette,"2770 Dagny Way # 108, Lafayette, CO 80026, United States",13036655591,80026,,,Yarn Store
pineycreekyarn@gmail.com,Piney ,Creek Yarn,US,Coloroda,Centennial,"15460 E Orchard Rd, Centennial, CO 80016, United States",13039531697,80016,http://pineycreekyarn.com/,,Yarn Store
woollyworks.knits@gmail.com,Serendipity ,Yarn & Gifts,US,Coloroda,Buena Vista,"321 W Main St, Buena Vista, CO 81211, United States",17193953110,81211,http://www.serendipityyarn.com/,,Yarn Store
swfarm2yarn@gmail.com,Southwest Farm ,to Yarn Collective,US,Coloroda,Cortez,"360 W 1st St B, Cortez, CO 81321, United States",19705606777,81321,https://www.swfarmtoyarn.org/,,Yarn Store
aurorayarnsofalaska@gmail.com,Aurora,Yarns,US,Alaska,Skagaway,"602 Broadway, Skagway, AK 99840, United States",1.91E+10,99840,http://www.aurorayarnsofalaska.com/,Aurora Yarns,Yarn Store
woolymammothalaska@gmail.com,Cabin,Fever,US,Alaska,Anchorage,"412 G St, Anchorage, AK 99501, United States",1.91E+10,99501,http://www.woolymammothalaska.com/,Cabin Fever,Yarn Store
service@dharmatrading.com,DHARMA,TRADING CO,US,California,SAN RAFAEL,"1805 South McDowell Blvd. Ext. Petaluma, CA 94954",415-456-1211,94901,http://www.dharmatrading.com,DHARMA TRADING CO,Yarn Store
mis@halcyonyarn.com,HALCYON,,US,Maine,BATH,"12 School Street Bath, ME 04530",207-442-7909,4530,http://www.halcyonyarn.com,HALCYON,Yarn Store
info.knitcraft@gmail.com,KNITCRAFT,INC,US,Missouri,INDEPENDENCE,"500 N Dodgion Ave, Independence, MO 64050",816-461-1248,64050,https://www.knitcraft.com,KNITCRAFT INC,Yarn Store
info@yarnbarn-ks.com,YARN BARN,OF KANSAS INC,US,Kansas,LAWRENCE,"930 Massachusetts St.Lawrence, Kansas 66044",785-842-4333,66044,http://www.yarnbarn-ks.com,YARN BARN OF KANSAS INC,Yarn Store
yarn@thefiberloft.com,THE FIBER,LOFT,US,Massachusetts,HARVARD,"9 Mass Ave, Harvard MA 01451",978-456-8669,1451,http://www.thefiberloft.com,THE FIBER LOFT,Yarn Store
alelupp@defnet.com,THE FIFTH,STITCH,US,Ohio,DEFIANCE,"522 Clinton St, Defiance, OH 43512, United States",419-782-0991,43512,http://fifthstitch.com,THE FIFTH STITCH,Yarn Store
info@franklinmillstore.com,FRANKLIN MILL STORE,MAYFLOWER TEXTILE,US,Massachusetts,FRANKLIN,"305 Union St. Franklin, MA 02038",508-528-3300,2038,,FRANKLIN MILL STORE/MAYFLOWER TEXTILE,Yarn Store
kmuhr@brownsheep.com,WOOLWORKS,LTD.,US,Connecticut,PUTNAM,"154 Main Street, Putnam, CT 06260",860-963-1228,6260,,WOOLWORKS LTD.,Yarn Store
yardgoodscenterfabric@gmail.com,YARDGOODS,CENTER,US,Maine,WATERVILLE,"60 Concourse W, Waterville, ME 04901, United States",207-872-2118,4901,,YARDGOODS CENTER,Yarn Store
northamptonwools29@gmail.com,NORTHAMPTON,WOOLS,US,Massachusetts,NORTHAMPTON,"29 Pleasant St, Northampton, MA 01060",413-586-4331,1060,http://www.northamptonwools.com,NORTHAMPTON WOOLS,Yarn Store
annie@akfnyc.com,FAR NORTH YARN,COMPANY,US,Alaska,ANCHORAGE,"751 East 36th Avenue, Suite 112
  Anchorage, AK 99503",907-258-5648,99503,http://www.akfnyc.com,FAR NORTH YARN COMPANY,Yarn Store
info@needlepointjoint.com,NEEDLEPOINT,JOINT,US,Utah,OGDEN,"241 Historic 25th Street Ogden, Utah",801-394-4355,84401,http://www.needlepointjoint.com,NEEDLEPOINT JOINT,Yarn Store
liz@finepoints.com,FINE,POINTS,US,Ohio,CLEVELAND,"12602 Larchmere Blvd. Cleveland, OH 44120",216-229-6644,44120,http://www.finepoints.com,FINE POINTS,Yarn Store
Craftyladytrio@gmail.com,CRAFTY LADY,TRIO INC.,US,Michigan,MACOMB,"15667 Hall Road Macomb, MI 48044",586-566-8008,48044,http://www.craftyladytrio.com,CRAFTY LADY TRIO INC.,Yarn Store
marketingbrownsheep@gmail.com,KNIT ONE,PURL TWO,US,Virginia,WINCHESTER,"20 W. BOSCAWEN ST, WINCHESTER, VA, 22601",540-662-6098,22601,,KNIT ONE PURL TWO,Yarn Store
sales@greatyarns.com,GREAT,YARNS,US,Washington,EVERETT,"4023 Rucker Avenue Everett, WA 98201",425-252-8155,98201,http://WWW.GREATYARNS.COM,GREAT YARNS,Yarn Store
cottageyarns@sbcglobal.net,COTTAGE,YARNS,US,California,SOUTH SAN FRANCISCO,"607 W. ORANGE AVE, SO SAN FRANCISCO, CA 94080",650-873-7371,94080,http://www.cottageyarns.com,COTTAGE YARNS,Yarn Store
spinnery@aol.com,THE SPINNERY,,US,New Jersey,FRENCHTOWN,"33 Race Street FRENCHTOWN, New Jersey 08825",908-996-9004,8825,https://thespinnery.square.site,THE SPINNERY,Yarn Store
kathyknitz@gmail.com,KATHY'S,KREATIONS,US,Pennsylvania,LIGONIER,"141 E Main St, Ligonier, PA 15658",724-238-9320,15658,http://www.kathys-kreations.com,KATHY'S KREATIONS,Yarn Store
threadbenderinc@msn.com,THREADBENDER,INC.,US,Michigan,GRANDVILLE,"5570 Wilson Avenue SW Suite B Grandville, MI 49418",616-531-6641,49418,http://threadbenderinc.com,THREADBENDER INC.,Yarn Store
holly@knithappenz.com,KNIT HAPPENZ at MEMORY,HAGLER KNITTING,US,Alabama,VESTAVIA HILLS,"2531 Rocky Ridge Road Suite 112, Vestavia Hills, AL, United States, Alabama",205-822-7875,35216,http://www.knithappenz.com,KNIT HAPPENZ at MEMORY HAGLER KNITTING,Yarn Store
TAPESTRYROSE@LIVE.COM,ADELAIDE'S,TAPESTRY ROSE,US,Washington,OCEAN PARK,"1401 Bay Ave Ocean Park, WA 98640",360-665-6050,98640,http://WWW.TAPESTRYROSE.COM,ADELAIDE'S / TAPESTRY ROSE,Yarn Store
customerservice@yarn.com,WEBS - VALLEY FIBERS,CORPORATION,US,Massachusetts,NORTHAMPTON,"75 Service Center Rd Northampton, MA 01060",413-584-2225,1060,http://www.yarn.com,WEBS - VALLEY FIBERS CORPORATION,Yarn Store
mary@yarnsetc.com,YARNS,ETC.,US,North Carolina,CHAPEL HILL,"1322 Forham Blvd #4 Chapel Hill, NC 27514",919-928-8810,27514,http://www.yarnsetc.com,YARNS ETC.,Yarn Store
info@uncommonthreadsyarn.com,UNCOMMON,THREADS,US,California,LOS ALTOS,"293 State Street Los Altos, CA 94022",650-941-1815,94022,http://uncommonthreadsyarn.com,UNCOMMON THREADS,Yarn Store
Marjorierchurchill@hotmail.com,ELAINE'S,YARN,US,Michigan,DAVISON,"219 E Flint St, Davison, MI 48423",810-653-9010,48423,,ELAINE'S YARN,Yarn Store
PHEBIE@PHEBIES.COM,PHEBIE'S NEEDLEART,CORNER,US,California,CLAREMONT,"532 W 1st St suite 210, Claremont, CA 91711, USA",909-624-5250,91711,http://WWW.PHEBIES2.COM,PHEBIE'S NEEDLEART CORNER,Yarn Store
info@seaneedles.com,SEA,NEEDLES,US,Delaware,BETHANY BEACH,"780 Garfield Pkwy, Bethany Beach, DE 19930",302-539-0574,19930,http://www.seaneedles.com,SEA NEEDLES,Yarn Store
hello@mountaintopyarn.com,MOUNTAIN TOP,TAPESTRIES,US,Idaho,McCall,"136 E Lake St Ste 2 Mccall, ID 83638",- -,83638,http://www.kmismccall.com,MOUNTAIN TOP TAPESTRIES,Yarn Store
stitchknitjax@aol.com,A STITCH IN TIME,LLC,US,Florida,JACKSONVILLE,"5724 St. Augustine Rd.
 Jacksonville, Florida
 32207",904-731-4082,32207,http://www.astitchintime.com,A STITCH IN TIME LLC,Yarn Store
sales@personalthreads.com,PERSONAL THREADS,BOUTIQUE,US,Nebraska,OMAHA,"8600 Cass Street Omaha, NE 68114",402-391-7733,68114,http://www.personalthreads.com,PERSONAL THREADS BOUTIQUE,Yarn Store
carolscraftsromeny@yahoo.com,CAROL'S,CRAFTS,US,New York,ROME,"1245 Erie Blvd West Rome, NY 13440",315-336-3785,13440,http://carolscraftsandsupplies.com,CAROL'S CRAFTS,Yarn Store
northwind@northwindbook.com,NORTHWIND BOOK &,FIBER INC.,US,Wisconsin,SPOONER,"205 Walnut St Spooner, WI 54801-1322",715-635-6811,54801,http://www.northwindbook.com,NORTHWIND BOOK & FIBER INC.,Yarn Store
info@jenningsyarn.com,JENNINGS YARN &,NEEDLECRAFT,US,Washington,LA CONNER,"512 S First St, PO Box 250 La Conner WA 98257 USA",360-466-3177,98257,http://JENNINGSYARN.COM,JENNINGS YARN & NEEDLECRAFT,Yarn Store
cherokeemaid333@yahoo.com,CARRICO'S CREATIVE,CORNER,US,Oklahoma,BARTLESVILLE,"Pamela Carrico, owner Bartlesville, OK 7400",918-333-8933,74006,http://WWW.YARNSATCARRICOS.COM,CARRICO'S CREATIVE CORNER,Yarn Store
countrywool@gmail.com,COUNTRYWOOL,,US,New York,HUDSON,Claudia Krisniski 59 Spring Road Hudson NY 12534,518-828-4554,12534,http://WWW.COUNTRYWOOL.COM,COUNTRYWOOL,Yarn Store
